"","genus","richness","family","mico"
"4426","Erechtites",15,"Compositae","AM"
"4427","Eremanthus",29,"Compositae","AM"
"4428","Eremosis",9,"Compositae",NA
"4429","Eremothamnus",1,"Compositae","AM"
"4430","Eriachaenium",1,"Compositae","AM"
"4431","Ericameria",39,"Compositae","AM"
"4432","Ericentrodea",6,"Compositae","AM"
"4433","Erigeron",476,"Compositae","AM"
"4434","Eriocephalus",36,"Compositae","AM"
"4435","Eriochlamys",4,"Compositae","EcM-AM"
"4436","Eriophyllum",13,"Compositae","AM"
"4437","Eriotrix",2,"Compositae",NA
"4438","Erlangea",16,"Compositae","AM"
"4439","Erodiophyllum",2,"Compositae","AM"
"4440","Erymophyllum",5,"Compositae","EcM-AM"
"4441","Eryngiophyllum",2,"Compositae",NA
"4442","Erythradenia",1,"Compositae","AM"
"4443","Erythrocephalum",15,"Compositae","AM"
"4444","Erythroseris",2,"Compositae","AM"
"4445","Eschenbachia",1,"Compositae",NA
"4446","Espejoa",1,"Compositae","AM"
"4447","Espeletia",74,"Compositae","AM"
"4448","Espeletiopsis",24,"Compositae","AM"
"4449","Ethulia",18,"Compositae","AM"
"4450","Eucephalus",10,"Compositae","AM"
"4451","Euchiton",17,"Compositae","AM"
"4452","Eumorphia",6,"Compositae","AM"
"4453","Eupatoriastrum",6,"Compositae","AM"
"4454","Eupatorina",1,"Compositae","AM"
"4455","Eupatoriopsis",1,"Compositae","AM"
"4456","Eupatorium",126,"Compositae","AM"
"4457","Euphrosyne",1,"Compositae","AM"
"4458","Eurybia",23,"Compositae","AM"
"4459","Eurydochus",1,"Compositae","AM"
"4460","Euryops",97,"Compositae","AM"
"4461","Eutetras",2,"Compositae","AM"
"4462","Euthamia",4,"Compositae","AM"
"4463","Eutrochium",5,"Compositae",NA
"4464","Evacidium",1,"Compositae","AM"
"4465","Evax",1,"Compositae",NA
"4466","Ewartia",5,"Compositae","uncertain"
"4467","Exomiocarpon",1,"Compositae","AM"
"4468","Faberia",7,"Compositae",NA
"4469","Facelis",2,"Compositae","AM"
"4470","Farfugium",2,"Compositae","AM"
"4471","Faujasia",4,"Compositae","AM"
"4472","Faujasiopsis",3,"Compositae","AM"
"4473","Faxonia",1,"Compositae","AM"
"4474","Feddea",1,"Compositae","AM"
"4475","Feldstonia",1,"Compositae","EcM-AM"
"4476","Felicia",84,"Compositae","AM"
"4477","Fenixia",1,"Compositae","AM"
"4478","Ferreyranthus",8,"Compositae","AM"
"4479","Ferreyrella",2,"Compositae","AM"
"4480","Filago",56,"Compositae","AM"
"4481","Filfia",1,"Compositae",NA
"4482","Filifolium",1,"Compositae","AM"
"4483","Fingalia",1,"Compositae",NA
"4484","Fitchia",7,"Compositae","AM"
"4485","Fitzwillia",1,"Compositae","EcM-AM"
"4486","Flaveria",24,"Compositae","AM"
"4487","Fleischmannia",100,"Compositae","AM"
"4488","Fleischmanniopsis",5,"Compositae","AM"
"4489","Florestina",8,"Compositae","AM"
"4490","Floscaldasia",2,"Compositae","AM"
"4491","Flosmutisia",1,"Compositae","AM"
"4492","Flourensia",33,"Compositae","AM"
"4493","Flyriella",6,"Compositae","AM"
"4494","Formania",1,"Compositae","AM"
"4495","Foveolina",4,"Compositae","AM"
"4496","Franseria",2,"Compositae",NA
"4497","Freya",1,"Compositae",NA
"4498","Frolovia",1,"Compositae",NA
"4499","Fulcaldea",1,"Compositae","AM"
"4500","Gaillardia",24,"Compositae","AM"
"4501","Galactites",4,"Compositae","uncertain"
"4502","Galatella",34,"Compositae","AM"
"4503","Galeana",2,"Compositae","AM"
"4504","Galeomma",2,"Compositae","AM"
"4505","Galinsoga",15,"Compositae","AM"
"4506","Gamochaeta",48,"Compositae","uncertain"
"4507","Gamochaetopsis",1,"Compositae","AM"
"4508","Garberia",1,"Compositae","AM"
"4509","Garcibarrigoa",2,"Compositae","AM"
"4510","Garcilassa",1,"Compositae","AM"
"4511","Gardnerina",1,"Compositae","AM"
"4512","Garhadiolus",4,"Compositae","AM"
"4513","Garuleum",8,"Compositae","AM"
"4514","Gatyona",1,"Compositae",NA
"4515","Gazania",19,"Compositae","AM"
"4516","Geigeria",30,"Compositae","AM"
"4517","Geissolepis",1,"Compositae","AM"
"4518","Gelasia",2,"Compositae",NA
"4519","Geraea",2,"Compositae","AM"
"4520","Gerbera",40,"Compositae","AM"
"4521","Geropogon",1,"Compositae","AM"
"4522","Gibbaria",1,"Compositae","AM"
"4523","Gilberta",1,"Compositae","EcM-AM"
"4524","Gilruthia",1,"Compositae","EcM-AM"
"4525","Gladiopappus",1,"Compositae","AM"
"4526","Glebionis",2,"Compositae","AM"
"4527","Glossarion",2,"Compositae","AM"
"4528","Glossocardia",12,"Compositae","AM"
"4529","Glossogyne",2,"Compositae",NA
"4530","Glossopappus",1,"Compositae","AM"
"4531","Glyptopleura",2,"Compositae","AM"
"4532","Gnaphalium",122,"Compositae","AM"
"4533","Gnephosis",17,"Compositae","EcM-AM"
"4534","Gnomophalium",1,"Compositae","AM"
"4535","Gochnatia",69,"Compositae","AM"
"4536","Goldmanella",1,"Compositae","AM"
"4537","Gongrostylus",2,"Compositae","AM"
"4538","Gongrothamnus",1,"Compositae",NA
"4539","Gongylolepis",15,"Compositae","AM"
"4540","Goniocaulon",1,"Compositae","AM"
"4541","Gonospermum",5,"Compositae","AM"
"4542","Gorceixia",1,"Compositae","AM"
"4543","Gorteria",3,"Compositae","AM"
"4544","Gossweilera",2,"Compositae",NA
"4545","Goyazianthus",1,"Compositae","AM"
"4546","Grangea",8,"Compositae","AM"
"4547","Grangeopsis",1,"Compositae","AM"
"4548","Grantia",2,"Compositae",NA
"4549","Graphistylis",9,"Compositae","AM"
"4550","Gratwickia",1,"Compositae","AM"
"4551","Grauanthus",2,"Compositae","AM"
"4552","Grazielia",10,"Compositae","AM"
"4553","Greenmaniella",1,"Compositae","AM"
"4554","Grindelia",65,"Compositae","AM"
"4555","Grisebachianthus",8,"Compositae","AM"
"4556","Grosvenoria",7,"Compositae","AM"
"4557","Guardiola",14,"Compositae","AM"
"4558","Guayania",6,"Compositae","AM"
"4559","Guevaria",5,"Compositae","AM"
"4560","Guizotia",9,"Compositae","AM"
"4561","Gundelia",2,"Compositae","AM"
"4562","Gundlachia",9,"Compositae","AM"
"4563","Gutenbergia",27,"Compositae","AM"
"4564","Gutierrezia",33,"Compositae","AM"
"4565","Guynesomia",1,"Compositae","AM"
"4566","Gymnanthemum",38,"Compositae",NA
"4567","Gymnarrhena",1,"Compositae","AM"
"4568","Gymnaster",2,"Compositae",NA
"4569","Gymnocondylus",1,"Compositae","AM"
"4570","Gymnocoronis",5,"Compositae","AM"
"4571","Gymnodiscus",3,"Compositae","AM"
"4572","Gymnolaena",3,"Compositae","AM"
"4573","Gymnolomia",4,"Compositae",NA
"4574","Gymnopentzia",1,"Compositae","AM"
"4575","Gymnopsis",1,"Compositae",NA
"4576","Gymnostephium",8,"Compositae","AM"
"4577","Gynoxys",128,"Compositae","AM"
"4578","Gynura",46,"Compositae","AM"
"4579","Gypothamnium",1,"Compositae","AM"
"4580","Gyptidium",2,"Compositae","AM"
"4581","Gyptis",7,"Compositae","AM"
"4582","Gyrodoma",1,"Compositae","AM"
"4583","Haastia",4,"Compositae","AM"
"4584","Haeckeria",3,"Compositae","EcM-AM"
"4585","Haegiela",1,"Compositae","EcM-AM"
"4586","Hainanecio",1,"Compositae",NA
"4587","Handelia",1,"Compositae","AM"
"4588","Haplocarpha",12,"Compositae","AM"
"4589","Haplodiscus",1,"Compositae",NA
"4590","Haploesthes",3,"Compositae",NA
"4591","Haplopappus",71,"Compositae","AM"
"4592","Haptotrichion",2,"Compositae","EcM-AM"
"4593","Harleya",1,"Compositae","AM"
"4594","Harmonia",5,"Compositae","AM"
"4595","Harnackia",1,"Compositae","AM"
"4596","Hartwrightia",1,"Compositae","AM"
"4597","Hasteola",3,"Compositae","AM"
"4598","Hatschbachiella",2,"Compositae","AM"
"4599","Hazardia",11,"Compositae","AM"
"4600","Hebeclinium",26,"Compositae","AM"
"4601","Hecastocleis",1,"Compositae","AM"
"4602","Hedosyne",1,"Compositae","AM"
"4603","Hedypnois",4,"Compositae","AM"
"4604","Helenium",39,"Compositae","AM"
"4605","Heliantheae",3,"Compositae",NA
"4606","Helianthella",10,"Compositae","AM"
"4607","Helianthus",71,"Compositae","AM"
"4608","Helichrysopsis",1,"Compositae","AM"
"4609","Helichrysum",506,"Compositae","species-specific: AM or rarely EcM-AM or AM"
"4610","Heliocauta",1,"Compositae","AM"
"4611","Heliomeris",8,"Compositae","AM"
"4612","Heliopsis",15,"Compositae","uncertain"
"4613","Helipterum",33,"Compositae","AM"
"4614","Helminthotheca",5,"Compositae","AM"
"4615","Helogyne",8,"Compositae","AM"
"4616","Hemistepta",1,"Compositae","AM"
"4617","Hemisteptia",1,"Compositae","AM"
"4618","Hemizonella",1,"Compositae","AM"
"4619","Hemizonia",12,"Compositae","AM"
"4620","Henricksonia",1,"Compositae","AM"
"4621","Heptanthus",7,"Compositae","AM"
"4622","Herderia",1,"Compositae","AM"
"4623","Herodotia",1,"Compositae","AM"
"4624","Herreranthus",1,"Compositae","AM"
"4625","Herrickia",4,"Compositae","AM"
"4626","Hertia",9,"Compositae","AM"
"4627","Hesperevax",3,"Compositae","AM"
"4628","Hesperomannia",3,"Compositae","AM"
"4629","Heteracia",1,"Compositae","AM"
"4630","Heteranthemis",1,"Compositae","AM"
"4631","Heterocoma",1,"Compositae","AM"
"4632","Heterocondylus",13,"Compositae","AM"
"4633","Heterocypsela",1,"Compositae","AM"
"4634","Heteroderis",1,"Compositae","AM"
"4635","Heterolepis",3,"Compositae","AM"
"4636","Heteromera",2,"Compositae","AM"
"4637","Heteromma",3,"Compositae","AM"
"4638","Heteropappus",13,"Compositae","AM"
"4639","Heteroplexis",2,"Compositae","AM"
"4640","Heterorhachis",1,"Compositae","AM"
"4641","Heterosperma",6,"Compositae","AM"
"4642","Heterothalamus",2,"Compositae","AM"
"4643","Heterotheca",25,"Compositae","AM"
"4644","Hidalgoa",3,"Compositae","AM"
"4645","Hieracium",2241,"Compositae","AM"
"4646","Hilliardia",1,"Compositae","AM"
"4647","Hilliardiella",8,"Compositae",NA
"4648","Himalaiella",13,"Compositae",NA
"4649","Hinterhubera",8,"Compositae","AM"
"4650","Hippia",8,"Compositae","AM"
"4651","Hippolytia",17,"Compositae","AM"
"4652","Hirpicium",13,"Compositae","AM"
"4653","Hirtellina",2,"Compositae",NA
"4654","Hispidella",1,"Compositae","AM"
"4655","Hoehnephytum",3,"Compositae","AM"
"4656","Hoffmanniella",1,"Compositae","AM"
"4657","Hofmeisteria",12,"Compositae","AM"
"4658","Holocarpha",4,"Compositae","AM"
"4659","Holocheilus",7,"Compositae","AM"
"4660","Hololeion",3,"Compositae","AM"
"4661","Hololepis",2,"Compositae","AM"
"4662","Holoschkuhria",1,"Compositae","AM"
"4663","Holozonia",1,"Compositae","AM"
"4664","Homogyne",2,"Compositae","AM"
"4665","Homoianthus",1,"Compositae",NA
"4666","Hoorebekia",3,"Compositae",NA
"4667","Hopkirkia",1,"Compositae",NA
"4668","Hoplophyllum",2,"Compositae","AM"
"4669","Huarpea",1,"Compositae","AM"
"4670","Huberopappus",1,"Compositae","AM"
"4671","Hubertia",22,"Compositae","AM"
"4672","Hughesia",1,"Compositae","AM"
"4673","Hullsia",1,"Compositae","AM"
"4674","Hulsea",7,"Compositae","AM"
"4675","Hulteniella",1,"Compositae","AM"
"4676","Humbertacalia",7,"Compositae","AM"
"4677","Humeocline",1,"Compositae","AM"
"4678","Hyalea",1,"Compositae",NA
"4679","Hyalis",2,"Compositae","AM"
"4680","Hyalochaete",1,"Compositae",NA
"4681","Hyalochlamys",1,"Compositae","AM"
"4682","Hyaloseris",7,"Compositae","AM"
"4683","Hyalosperma",9,"Compositae","EcM-AM"
"4684","Hybridella",1,"Compositae","AM"
"4685","Hydroidea",1,"Compositae","AM"
"4686","Hydropectis",3,"Compositae","AM"
"4687","Hymenocephalus",1,"Compositae",NA
"4688","Hymenoclea",1,"Compositae",NA
"4689","Hymenolepis",7,"Compositae","AM"
"4690","Hymenonema",3,"Compositae","AM"
"4691","Hymenopappus",13,"Compositae","AM"
"4692","Hymenostemma",1,"Compositae","AM"
"4693","Hymenostephium",8,"Compositae","AM"
"4694","Hymenothrix",6,"Compositae","AM"
"4695","Hymenoxys",26,"Compositae","NM-AM"
"4696","Hyoseris",12,"Compositae","uncertain"
"4697","Hypacanthium",2,"Compositae","AM"
"4698","Hypericophyllum",11,"Compositae","AM"
"4699","Hypochaeris",85,"Compositae","AM"
"4700","Hypochoeris",1,"Compositae","AM"
"4701","Hysterionica",14,"Compositae","AM"
"4702","Hystrichophora",1,"Compositae","AM"
"4703","Ianthopappus",1,"Compositae","AM"
"4704","Ichthyothere",24,"Compositae","AM"
"4705","Idiopappus",1,"Compositae","AM"
"4706","Idiothamnus",4,"Compositae","AM"
"4707","Ifloga",16,"Compositae","AM"
"4708","Ignurbia",1,"Compositae","AM"
"4709","Iltisia",2,"Compositae","AM"
"4710","Imeria",2,"Compositae","AM"
"4711","Inezia",2,"Compositae","AM"
"4712","Inkaliabum",1,"Compositae",NA
"4713","Inula",110,"Compositae","AM"
"4714","Inulanthera",10,"Compositae","AM"
"4715","Inuleae",2,"Compositae",NA
"4716","Inuloides",1,"Compositae","AM"
"4717","Inulopsis",3,"Compositae","AM"
"4718","Io",1,"Compositae","AM"
"4719","Iocenes",1,"Compositae","AM"
"4720","Iodocephalopsis",1,"Compositae",NA
"4721","Iodocephalus",1,"Compositae","AM"
"4722","Iogeton",1,"Compositae","AM"
"4723","Ionactis",5,"Compositae","AM"
"4724","Iostephane",4,"Compositae","AM"
"4725","Iotasperma",2,"Compositae","AM"
"4726","Iphiona",9,"Compositae","AM"
"4727","Iphionopsis",1,"Compositae","AM"
"4728","Iranecio",16,"Compositae","AM"
"4729","Irwinia",1,"Compositae","AM"
"4730","Ischnea",5,"Compositae","AM"
"4731","Ismelia",1,"Compositae","AM"
"4732","Isocarpha",5,"Compositae","AM"
"4733","Isocoma",15,"Compositae","AM"
"4734","Isoetopsis",1,"Compositae","AM"
"4735","Isostigma",15,"Compositae","AM"
"4736","Iva",12,"Compositae","AM"
"4737","Ixeridium",16,"Compositae","AM"
"4738","Ixeris",23,"Compositae","AM"
"4739","Ixiochlamys",4,"Compositae","AM"
"4740","Ixiolaena",1,"Compositae","AM"
"4741","Ixodia",1,"Compositae","EcM-AM"
"4742","Jacea",1,"Compositae",NA
"4743","Jacmaia",1,"Compositae","AM"
"4744","Jacobaea",43,"Compositae","AM"
"4745","Jaegeria",11,"Compositae","AM"
"4746","Jalcophila",4,"Compositae","AM"
"4747","Jaliscoa",3,"Compositae","AM"
"4748","Jamesianthus",1,"Compositae","AM"
"4749","Jaramilloa",2,"Compositae","AM"
"4750","Jasonia",3,"Compositae","AM"
"4751","Jaumea",7,"Compositae","AM"
"4752","Jefea",5,"Compositae","AM"
"4753","Jeffreya",2,"Compositae","AM"
"4754","Jensia",2,"Compositae","AM"
"4755","Jessea",4,"Compositae","AM"
"4756","Jobaphes",1,"Compositae",NA
"4757","Joseanthus",5,"Compositae","AM"
"4758","Jungia",29,"Compositae","AM"
"4759","Jurinea",207,"Compositae","AM"
"4760","Jurinella",1,"Compositae",NA
"4761","Kalimeris",15,"Compositae","AM"
"4762","Karelinia",1,"Compositae","AM"
"4763","Karvandarina",1,"Compositae","AM"
"4764","Kaschgaria",2,"Compositae","AM"
"4765","Kaunia",12,"Compositae","AM"
"4766","Kemulariella",6,"Compositae","AM"
"4767","Kentrophyllum",1,"Compositae",NA
"4768","Keysseria",5,"Compositae","AM"
"4769","Khasianthus",1,"Compositae",NA
"4770","Kinghamia",5,"Compositae","AM"
"4771","Kingianthus",2,"Compositae","AM"
"4772","Kippistia",1,"Compositae","AM"
"4773","Klasea",29,"Compositae","AM"
"4774","Kleinia",59,"Compositae","AM"
"4775","Koanophyllon",137,"Compositae","AM"
"4776","Koehneola",1,"Compositae","AM"
"4777","Koelpinia",7,"Compositae","AM"
"4778","Kovalevskiella",3,"Compositae",NA
"4779","Koyamacalia",7,"Compositae","AM"
"4780","Koyamasia",1,"Compositae",NA
"4781","Krigia",9,"Compositae","AM"
"4782","Kuhnia",1,"Compositae",NA
"4783","Kyhosia",1,"Compositae","AM"
"4784","Kyrsteniopsis",4,"Compositae","AM"
"4785","Lachnophyllum",2,"Compositae","AM"
"4786","Lachnorhiza",2,"Compositae","AM"
"4787","Lachnospermum",3,"Compositae","AM"
"4788","Lacinaria",2,"Compositae",NA
"4789","Lactuca",147,"Compositae","AM"
"4790","Laennecia",13,"Compositae","AM"
"4791","Laestadia",6,"Compositae","AM"
"4792","Lagascea",8,"Compositae","AM"
"4793","Lagenocypsela",2,"Compositae","AM"
"4794","Lagenophora",18,"Compositae","AM"
"4795","Laggera",9,"Compositae","AM"
"4796","Lagophylla",4,"Compositae","AM"
"4797","Lagoseriopsis",1,"Compositae","AM"
"4798","Lagoseris",2,"Compositae","AM"
"4799","Lamprachaenium",1,"Compositae",NA
"4800","Lamprocephalus",1,"Compositae","AM"
"4801","Lampropappus",3,"Compositae",NA
"4802","Lamyra",4,"Compositae",NA
"4803","Lamyropappus",1,"Compositae","AM"
"4804","Lamyropsis",5,"Compositae","AM"
"4805","Lancisia",1,"Compositae",NA
"4806","Langebergia",1,"Compositae","AM"
"4807","Lantanopsis",3,"Compositae","AM"
"4808","Laphamia",1,"Compositae",NA
"4809","Laphangium",3,"Compositae","AM"
"4810","Lappa",6,"Compositae",NA
"4811","Lapsana",6,"Compositae","AM"
"4812","Lapsanastrum",4,"Compositae","AM"
"4813","Lasianthaea",14,"Compositae","AM"
"4814","Lasiocephalus",15,"Compositae","AM"
"4815","Lasiolaena",7,"Compositae","AM"
"4816","Lasiopogon",9,"Compositae","AM"
"4817","Lasiospermum",4,"Compositae","AM"
"4818","Lasiospora",2,"Compositae","AM"
"4819","Lasthenia",19,"Compositae","AM"
"4820","Launaea",59,"Compositae","AM"
"4821","Lawrencella",2,"Compositae","AM"
"4822","Laxmannia",1,"Compositae","AM"
"4823","Layia",19,"Compositae","AM"
"4824","Lebetina",2,"Compositae",NA
"4825","Lecocarpus",2,"Compositae","AM"
"4826","Leibnitzia",9,"Compositae","AM"
"4827","Leiboldia",1,"Compositae","AM"
"4828","Leighia",2,"Compositae",NA
"4829","Leiocarpa",10,"Compositae","AM"
"4830","Lemooria",1,"Compositae","AM"
"4831","Leonis",1,"Compositae","AM"
"4832","Leontodon",79,"Compositae","AM"
"4833","Leontonyx",2,"Compositae",NA
"4834","Leontopodium",61,"Compositae","AM"
"4835","Lepicaune",2,"Compositae",NA
"4836","Lepidaploa",140,"Compositae",NA
"4837","Lepidesmia",1,"Compositae","AM"
"4838","Lepidolopha",8,"Compositae","AM"
"4839","Lepidolopsis",1,"Compositae","AM"
"4840","Lepidonia",7,"Compositae","AM"
"4841","Lepidophorum",1,"Compositae","AM"
"4842","Lepidophyllum",1,"Compositae","AM"
"4843","Lepidospartum",3,"Compositae","AM"
"4844","Lepidostephium",2,"Compositae","AM"
"4845","Leptinella",33,"Compositae","NM-AM"
"4846","Leptocarpha",1,"Compositae","AM"
"4847","Leptoclinium",1,"Compositae","AM"
"4848","Leptopoda",1,"Compositae",NA
"4849","Leptorhynchos",10,"Compositae","EcM-AM"
"4850","Leptostelma",7,"Compositae","AM"
"4851","Leptosyne",3,"Compositae",NA
"4852","Lescaillea",1,"Compositae","AM"
"4853","Lessingia",10,"Compositae","AM"
"4854","Lessingianthus",126,"Compositae","AM"
"4855","Leto",1,"Compositae",NA
"4856","Leucactinia",1,"Compositae","AM"
"4857","Leucanthemella",2,"Compositae","AM"
"4858","Leucanthemopsis",7,"Compositae","AM"
"4859","Leucanthemum",42,"Compositae","AM"
"4860","Leucheria",40,"Compositae","AM"
"4861","Leuciva",1,"Compositae",NA
"4862","Leucochrysum",5,"Compositae","EcM-AM"
"4863","Leucogenes",4,"Compositae","EcM-AM"
"4864","Leucomeris",2,"Compositae","AM"
"4865","Leucophyta",1,"Compositae","AM"
"4866","Leucoptera",3,"Compositae","AM"
"4867","Leucoseris",1,"Compositae",NA
"4868","Leunisia",1,"Compositae","AM"
"4869","Leuzea",1,"Compositae","AM"
"4870","Leysera",4,"Compositae","AM"
"4871","Liabellum",1,"Compositae","AM"
"4872","Liabum",36,"Compositae","AM"
"4873","Liatris",50,"Compositae","AM"
"4874","Libanothamnus",14,"Compositae","AM"
"4875","Lidbeckia",2,"Compositae","AM"
"4876","Lifago",1,"Compositae","AM"
"4877","Ligularia",155,"Compositae","AM"
"4878","Ligulariopsis",1,"Compositae","AM"
"4879","Limbarda",2,"Compositae","AM"
"4880","Lindheimera",2,"Compositae","AM"
"4881","Linosyris",2,"Compositae",NA
"4882","Linzia",10,"Compositae",NA
"4883","Lipochaeta",12,"Compositae","AM"
"4884","Lipskyella",1,"Compositae",NA
"4885","Litogyne",1,"Compositae","AM"
"4886","Litothamnus",2,"Compositae","AM"
"4887","Litrisa",1,"Compositae","AM"
"4888","Llerasia",11,"Compositae","AM"
"4889","Logfia",5,"Compositae","AM"
"4890","Lomanthus",1,"Compositae",NA
"4891","Lomatozona",4,"Compositae","AM"
"4892","Lonas",1,"Compositae","AM"
"4893","Lopholaena",16,"Compositae","AM"
"4894","Lophopappus",4,"Compositae","AM"
"4895","Lorandersonia",7,"Compositae","AM"
"4896","Lordhowea",1,"Compositae","AM"
"4897","Lorentea",1,"Compositae",NA
"4898","Lorentzianthus",1,"Compositae","AM"
"4899","Loricaria",20,"Compositae","AM"
"4900","Lourteigia",12,"Compositae","AM"
"4901","Loxothysanus",2,"Compositae","AM"
"4902","Lucilia",9,"Compositae","AM"
"4903","Luciliocline",12,"Compositae","AM"
"4904","Luina",2,"Compositae","AM"
"4905","Lulia",1,"Compositae","AM"
"4906","Lundellianthus",7,"Compositae","AM"
"4907","Lundinia",1,"Compositae","AM"
"4908","Lycapsus",1,"Compositae","AM"
