ID_dataset,species,number of plants studied,Host_age,mycorrhiza type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,other_remarks
33793,Acacia_oncinocarpa,19,<1 months,"EcM,AM",NA,NA,NA,NA,NA
35852,Acacia_oncinocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
35853,Acacia_oncinocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
35854,Acacia_oncinocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
35855,Acacia_oncinocarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
18663,Acacia_pellita,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18664,Acacia_platycarpa,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
18665,Acacia_platycarpa,NA,NA,AM; no others,NA,NA,NA,NA,NA
22348,Acacia_platycarpa,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
18666,Acacia_plectocarpa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
33665,Acacia_plectocarpa,6,NA,"EcM,AM",NA,NA,NA,NA,NA
33794,Acacia_plectocarpa,3,<1 months,AM; no others,NA,NA,NA,NA,NA
35856,Acacia_plectocarpa,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32548,Acacia_pravissima,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
7831,Acacia_pulchella,9,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7832,Acacia_pulchella,66,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7833,Acacia_pulchella,2,3 months (91-120 days),AM; no others,NA,NA,NA,NA,NA
18668,Acacia_pulchella,NA,NA,AM; no others,NA,NA,NA,NA,NA
18786,Acacia_pulchella,NA,NA,AM; no others,NA,NA,NA,NA,NA
22350,Acacia_pulchella,NA,NA,AM; no others,NA,NA,NA,NA,NA
31149,Acacia_pulchella,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18669,Acacia_pycnantha,NA,NA,AM; no others,NA,NA,NA,NA,NA
20113,Acacia_pycnantha,NA,NA,AM; no others,NA,NA,NA,NA,NA
22351,Acacia_pycnantha,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32282,Acacia_pycnantha,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
18670,Acacia_pyrifolia,NA,NA,AM; no others,NA,NA,NA,NA,NA
18671,Acacia_pyrifolia,NA,NA,AM; no others,NA,NA,NA,NA,NA
22352,Acacia_pyrifolia,NA,NA,AM; no others,NA,NA,NA,NA,NA
18675,Acacia_retinodes,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22355,Acacia_retinodes,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
23432,Acacia_retinodes,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
32280,Acacia_retinodes,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
32747,Acacia_retinodes,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,Mark Brundrett,misleading report from AM perspective,Endogone flammicorona
18676,Acacia_retivenea,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18674,Acacia_rhodoxylon,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
22354,Acacia_rhodoxylon,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18677,Acacia_richii,NA,NA,AM; no others,NA,NA,NA,NA,NA
22356,Acacia_richii,NA,NA,AM; no others,NA,NA,NA,NA,NA
29895,Acacia_rigens,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18678,Acacia_rothii,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
22357,Acacia_rothii,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18679,Acacia_rubida,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22358,Acacia_rubida,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32281,Acacia_rubida,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
18680,Acacia_salicina,NA,NA,AM; no others,NA,NA,NA,NA,NA
18681,Acacia_salicina,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22359,Acacia_salicina,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32283,Acacia_salicina,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
7834,Acacia_saligna,20,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
18632,Acacia_saligna,NA,NA,AM; no others,NA,NA,NA,NA,NA
18633,Acacia_saligna,NA,NA,AM; no others,NA,NA,NA,NA,NA
18682,Acacia_saligna,NA,NA,AM; no others,NA,NA,NA,NA,NA
20860,Acacia_saligna,NA,12-24 months (365-730 days),AM; no others,NA,NA,NA,NA,NA
22331,Acacia_saligna,NA,NA,AM; no others,NA,NA,NA,NA,NA
22360,Acacia_saligna,NA,NA,AM; no others,NA,NA,NA,NA,NA
35600,Acacia_saligna,NA,NA,AM; no others,NA,NA,NA,NA,NA
18685,Acacia_simsii,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
22363,Acacia_simsii,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18686,Acacia_sophorae,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22364,Acacia_sophorae,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32284,Acacia_sophorae,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
18687,Acacia_sparsiflora,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22365,Acacia_sparsiflora,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
30030,Acacia_spathulifolia,NA,NA,AM; no others,NA,NA,NA,NA,NA
29896,Acacia_spinescens,NA,NA,AM; no others,NA,NA,NA,NA,NA
31428,Acacia_spirorbis,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
18688,Acacia_stenophylla,NA,NA,AM; no others,NA,NA,NA,NA,NA
22405,Acacia_stricta,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
36126,Acacia_stricta,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18689,Acacia_suaveolens,NA,NA,AM; no others,NA,NA,NA,NA,NA
22366,Acacia_suaveolens,NA,NA,AM; no others,NA,NA,NA,NA,NA
23843,Acacia_suaveolens,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18690,Acacia_torulosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
20191,Acacia_torulosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
22367,Acacia_torulosa,NA,NA,AM; no others,NA,NA,NA,NA,NA
33666,Acacia_torulosa,2,NA,AM; no others,NA,NA,NA,NA,NA
35857,Acacia_torulosa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18691,Acacia_trachycarpa,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
18692,Acacia_translucens,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
33667,Acacia_tropica,6,NA,AM; no others,NA,NA,NA,NA,NA
18693,Acacia_tumida,NA,NA,AM; no others,NA,NA,NA,NA,NA
20862,Acacia_tumida,NA,5 months (151-180 days),AM; no others,NA,NA,NA,NA,NA
23844,Acacia_ulicifolia,NA,NA,"EcM,AM",NA,NA,NA,NA,NA
7835,Acacia_urophylla,6,1 months (30-60 d),AM; no others,NA,NA,NA,NA,NA
7836,Acacia_urophylla,1,3 months (91-120 days),AM; no others,NA,NA,NA,NA,NA
32549,Acacia_verniciflua,NA,NA,AM; no others,NA,NA,NA,NA,NA
18694,Acacia_verticillata,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
22368,Acacia_verticillata,NA,NA,EcM; no others,NA,NA,Mark Brundrett,incorrect report from AM perspective,NA
32285,Acacia_verticillata,NA,NA,EcM; others not addressed,NA,NA,Mark Brundrett,misleading report from AM perspective,NA
18695,Acacia_yirrkallensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
20192,Acacia_yirrkallensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
22369,Acacia_yirrkallensis,NA,NA,AM; no others,NA,NA,NA,NA,NA
26102,Acaena,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
26486,Acaena,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27341,Acaena,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27509,Acaena,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27822,Acaena,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28220,Acaena,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
29401,Acaena,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27963,Acaena_alpina,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26485,Acaena_glabra,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
18100,Acaena_magellanica,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
18717,Acaena_magellanica,NA,NA,AM; no others,NA,NA,NA,NA,NA
22795,Acaena_magellanica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22882,Acaena_magellanica,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
24497,Acaena_magellanica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
24498,Acaena_minor,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
9847,Acaena_myriophylla,3,NA,AM; no others,NA,NA,NA,NA,NA
10029,Acaena_myriophylla,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29696,Acaena_novae-zelandiae,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32618,Acaena_novae-zelandiae,NA,NA,AM; no others,NA,NA,NA,NA,NA
24163,Acaena_ovalifolia,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20114,Acaena_ovina,NA,NA,AM; no others,NA,NA,NA,NA,NA
10253,Acaena_pinnatifida,NA,NA,AM; no others,NA,NA,NA,NA,NA
10254,Acaena_pinnatifida,NA,NA,AM; no others,NA,NA,NA,NA,NA
24164,Acaena_pinnatifida,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
35427,Acaena_pinnatifida,NA,NA,AM; no others,NA,NA,NA,NA,NA
18101,Acaena_tenera,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
11322,Acalypha_australis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30736,Acalypha_australis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12987,Acalypha_ciliata,NA,NA,non-AM; others not addressed,Leho Tedersoo,probably AM,NA,NA,NA
9848,Acalypha_communis,3,NA,AM; no others,NA,NA,NA,NA,NA
9849,Acalypha_communis,3,NA,AM; no others,NA,NA,NA,NA,NA
10030,Acalypha_communis,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12988,Acalypha_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13903,Acalypha_fruticosa,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34423,Acalypha_fruticosa,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
12989,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13331,Acalypha_indica,5,NA,AM; others not addressed,NA,NA,NA,NA,NA
13904,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
18884,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20364,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21267,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21268,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
21372,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
22137,Acalypha_indica,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17015,Acalypha_kerrii,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: Savanna 
25348,Acalypha_kerrii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
12990,Acalypha_lanceolata,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13905,Acalypha_lanceolata,NA,NA,non-AM; others not addressed,Leho Tedersoo,probably AM,NA,NA,NA
34039,Acalypha_ostryifolia,3,NA,AM; no others,NA,NA,NA,NA,NA
9313,Acalypha_virginica_var._rhomboidea,5,NA,AM; no others,NA,NA,NA,NA,NA
9314,Acalypha_virginica_var._rhomboidea,5,NA,AM; no others,NA,NA,NA,NA,NA
59,Acalypha_wilkesiana,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
35093,Acalypha_wilkesiana,NA,NA,AM; no others,NA,NA,NA,NA,NA
9015,Acanthaceae,13,NA,AM; others not addressed,NA,NA,NA,NA,NA
9016,Acanthaceae,14,NA,AM; others not addressed,NA,NA,NA,NA,NA
9850,Acanthocalycium_spiniflorum,4,NA,AM; no others,NA,NA,NA,NA,NA
10031,Acanthocalycium_spiniflorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
30012,Acanthocarpus_preissii,NA,NA,AM; no others,NA,NA,NA,NA,NA
60,Acanthophyllum_elatius,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
61,Acanthophyllum_elatius,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
62,Acanthophyllum_korolkowii,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
63,Acanthophyllum_krascheninnikovii,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
10800,Acanthophyllum_squarrosum,NA,NA,AM; others not addressed,Leho Tedersoo,probably NM,NA,NA,NA
13906,Acanthospermum_hispidum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
34601,Acanthospermum_hispidum,NA,NA,AM; no others,NA,NA,NA,NA,NA
35056,Acanthospermum_hispidum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
8196,Acanthus_ilicifolius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
13907,Acanthus_ilicifolius,NA,NA,non-AM; others not addressed,NA,NA,NA,NA,NA
19262,Acanthus_ilicifolius,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
21018,Acanthus_ilicifolius,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
23400,Acanthus_ilicifolius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
23401,Acanthus_ilicifolius,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
23402,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
23403,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
23404,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
33900,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35329,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35334,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35342,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35358,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35364,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35368,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
35375,Acanthus_ilicifolius,NA,NA,AM; no others,NA,NA,NA,NA,NA
36276,Acanthus_ilicifolius,NA,NA,non-mycorrhizal (checked for all types),NA,NA,NA,NA,NA
30233,Acca_sellowiana,NA,NA,AM; no others,NA,NA,NA,NA,NA
65,Acer_barbinerve,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
66,Acer_buergerianum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
11324,Acer_buergerianum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
67,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
68,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
69,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
70,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
71,Acer_campestre,NA,NA,AM; no others,NA,NA,NA,NA,NA
25849,Acer_campestre,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
26156,Acer_campestre,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
26859,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27284,Acer_campestre,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
28216,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28514,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28810,Acer_campestre,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
76,Acer_cappadocicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15919,Acer_cappadocicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
117,Acer_caudatum_subukurundense,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
20310,Acer_coriaceifolium,NA,NA,AM; no others,NA,NA,NA,NA,NA
72,Acer_davidii,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15682,Acer_davidii,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
15774,Acer_elegantulum,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,Mark Brundrett,incorrect report from EcM perspective,H: forest: subtropical broadleaf forest biome
19617,Acer_fabri,NA,NA,AM; no others,NA,NA,NA,NA,NA
20311,Acer_fabri,NA,NA,AM; no others,NA,NA,NA,NA,NA
22956,Acer_glabrum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
15684,Acer_henryi,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
15775,Acer_linganense,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,Mark Brundrett,incorrect report from EcM perspective,H: forest: subtropical broadleaf forest biome
77,Acer_mandshuricum,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
15689,Acer_miyabei_submiaotaiense,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
33980,Acer_monspessulanum,NA,NA,AM; no others,NA,NA,NA,NA,NA
81,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
82,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
83,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
84,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
85,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
86,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
87,Acer_negundo,NA,NA,AM; no others,NA,NA,NA,NA,NA
88,Acer_negundo,NA,NA,AM; no others,NA,NA,NA,NA,NA
19710,Acer_negundo,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
20021,Acer_negundo,NA,NA,"EcM,AM",Leho Tedersoo,incorrect report for EcM,Mark Brundrett,incorrect report from EcM perspective,NA
30406,Acer_negundo,NA,NA,AM; no others,NA,NA,NA,NA,NA
32904,Acer_negundo,4,2-10 years (sapling),non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,NA,NA,NA
17523,Acer_oblongum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8573,Acer_oliverianum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15686,Acer_palmatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
30739,Acer_palmatum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15687,Acer_pauciflorum,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
102,Acer_pentapomicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
78,Acer_pictum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
79,Acer_pictum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
80,Acer_pictum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
11786,Acer_pictum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
15685,Acer_pictum,NA,NA,AM; others not addressed,NA,NA,NA,NA,H: forest: subtropical broadleaf forest biome
89,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
90,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
91,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
92,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
93,Acer_platanoides,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
18931,Acer_platanoides,NA,NA,AM; no others,NA,NA,NA,NA,NA
25541,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26243,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26244,Acer_platanoides,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
26411,Acer_platanoides,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
26750,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26860,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28217,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28515,Acer_platanoides,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
32865,Acer_platanoides,4,2-10 years (sapling),non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,NA,NA,NA
116,Acer_platanoides_subturkestanicum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
94,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
95,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
96,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
97,Acer_pseudoplatanus,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
98,Acer_pseudoplatanus,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
7762,Acer_pseudoplatanus,NA,NA,AM; no others,NA,NA,NA,NA,NA
10168,Acer_pseudoplatanus,NA,NA,non-EcM; others not addressed,Leho Tedersoo,misleading report from AM perspective,NA,NA,NA
18846,Acer_pseudoplatanus,NA,NA,AM; no others,NA,NA,NA,NA,NA
20506,Acer_pseudoplatanus,NA,NA,AM; no others,NA,NA,NA,NA,NA
25134,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25563,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25794,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25795,Acer_pseudoplatanus,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
25850,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
25851,Acer_pseudoplatanus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
26157,Acer_pseudoplatanus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
26245,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26585,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
26586,Acer_pseudoplatanus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
26861,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27323,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27426,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27460,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
27683,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28009,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28168,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28169,Acer_pseudoplatanus,NA,NA,EcM; others not addressed,Leho Tedersoo,incorrect report,Mark Brundrett,incorrect report,NA
28218,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28516,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28726,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28811,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28873,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
28890,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29053,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29158,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29199,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29200,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
29273,Acer_pseudoplatanus,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
99,Acer_pseudosieboldianum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
100,Acer_pseudosieboldianum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
101,Acer_pseudosieboldianum,NA,NA,non-mycorrhizal (checked for all types),Leho Tedersoo,probably AM,NA,NA,NA
103,Acer_rubrum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
104,Acer_rubrum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
8149,Acer_rubrum,9,>10 years,AM; no others,NA,NA,NA,NA,NA
8791,Acer_rubrum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
17860,Acer_rubrum,NA,NA,AM; others not addressed,NA,NA,NA,NA,NA
